<abingdon:FastEthernet0/0, bristol:FastEthernet0/0>
<waxahachie:FastEthernet0/1, waco:FastEthernet0/1>
<westfield:FastEthernet0/0, lebanonid412:FastEthernet0/1>
<westttbend:FastEthernet0/0, brookfield:FastEthernet1/1>
<westttbend:FastEthernet0/1, sheboygan:FastEthernet0/1>
<westttchicago:FastEthernet0/0, naperville:FastEthernet0/1>
<westttchicago:FastEthernet0/1, schaumburg:FastEthernet1/1>
<westttfrankfort:FastEthernet0/0, bentonid267:FastEthernet1/0>
<westttfrankfort:FastEthernet0/1, marion:FastEthernet1/0>
<westttmemphis:FastEthernet0/0, forrestttcity:FastEthernet0/1>
<westttmemphis:FastEthernet0/1, memphis:FastEthernet2/1>
<westttpoint:FastEthernet0/0, auburnid467:FastEthernet1/0>
<westttpoint:FastEthernet0/1, columbusid700:FastEthernet0/1>
<westttpoint:FastEthernet1/0, lattgrange:FastEthernet1/0>
<wheeling:FastEthernet0/0, cambridge:FastEthernet0/0>
<wheeling:FastEthernet0/1, washingtonid367:FastEthernet0/1>
<whitesburg:FastEthernet0/0, harlan:FastEthernet0/1>
<whitesburg:FastEthernet0/1, pikeville:FastEthernet1/0>
<wichitattfalls:FastEthernet0/0, bowle:FastEthernet0/1>
<wichitattfalls:FastEthernet0/1, lawton:FastEthernet0/1>
<wickliffe:FastEthernet0/0, cairo:FastEthernet0/1>
<wickliffe:FastEthernet0/1, paducah:FastEthernet2/0>
<wickliffe:FastEthernet1/0, unionttcity:FastEthernet1/0>
<williamsburg:FastEthernet0/0, pineville:FastEthernet1/1>
<williamson:FastEthernet0/0, loganid180:FastEthernet0/1>
<williamson:FastEthernet0/1, pikeville:FastEthernet1/1>
<willmar:FastEthernet0/0, montevideo:FastEthernet0/1>
<willmar:FastEthernet0/1, newttlondon:FastEthernet0/1>
<wilmington:FastEthernet0/0, elktor:FastEthernet0/1>
<wilmington:FastEthernet0/1, philadelphia:FastEthernet1/0>
<wilson:FastEthernet0/0, raleigh:FastEthernet0/1>
<wilson:FastEthernet0/1, rockyttmt:FastEthernet0/1>
<winchester:FastEthernet0/0, covington:FastEthernet1/0>
<winchester:FastEthernet0/1, lexington:FastEthernet1/1>
<winchester:FastEthernet1/0, mtttsterling:FastEthernet1/0>
<winchester:FastEthernet1/1, richmondid293:FastEthernet1/1>
<winchesterid572:FastEthernet0/0, frontttroyal:FastEthernet0/1>
<winchesterid572:FastEthernet0/1, martinsburg:FastEthernet0/1>
<windsor:FastEthernet0/0, hertford:FastEthernet0/1>
<windsor:FastEthernet0/1, richttsquare:FastEthernet1/0>
<winnsboro:FastEthernet0/0, charlotte:FastEthernet1/0>
<winnsboro:FastEthernet0/1, columbiaid471:FastEthernet0/1>
<winona:FastEthernet0/0, lattcrosee:FastEthernet1/0>
<winona:FastEthernet0/1, rochester:FastEthernet0/1>
<winona:FastEthernet1/0, wabasha:FastEthernet0/1>
<winstondashsalem:FastEthernet0/0, greensboro:FastEthernet0/1>
<winstondashsalem:FastEthernet0/1, mooresville:FastEthernet0/1>
<wisconsinttdells:FastEthernet0/0, portage:FastEthernet0/1>
<wisconsinttdells:FastEthernet0/1, reedburg:FastEthernet1/0>
<wisconsinttdells:FastEthernet1/0, tomah:FastEthernet0/1>
<wolcott:FastEthernet0/0, frankfort:FastEthernet0/1>
<wolcott:FastEthernet0/1, logansport:FastEthernet0/1>
<wolcott:FastEthernet1/0, remington:FastEthernet1/0>
<woodville:FastEthernet0/0, beaumont:FastEthernet1/0>
<woodville:FastEthernet0/1, lufkin:FastEthernet0/1>
<wooster:FastEthernet0/0, mansfield:FastEthernet0/0>
<wooster:FastEthernet0/1, massilon:FastEthernet0/1>
<worthington:FastEthernet0/0, fairmont:FastEthernet0/1>
<worthington:FastEthernet0/1, luverne:FastEthernet0/1>
<worthingtonid716:FastEthernet0/0, columbusid715:FastEthernet2/1>
<worthingtonid716:FastEthernet0/1, delaware:FastEthernet1/0>
<wytheville:FastEthernet0/0, abingdon:FastEthernet1/1>
<wytheville:FastEthernet0/1, bluefield:FastEthernet1/0>
<wytheville:FastEthernet1/0, christiansburg:FastEthernet0/1>
<wytheville:FastEthernet1/1, martinsville:FastEthernet0/1>
<xenia:FastEthernet0/0, columbusid715:FastEthernet3/0>
<xenia:FastEthernet0/1, dayton:FastEthernet1/0>
<yazoottcity:FastEthernet0/0, greenwoodid641:FastEthernet0/1>
<yazoottcity:FastEthernet0/1, jacksonid434:FastEthernet1/1>
<york:FastEthernet0/0, linden:FastEthernet1/0>
<york:FastEthernet0/1, meridian:FastEthernet2/1>
<york:FastEthernet1/0, tuscaloosa:FastEthernet1/0>
<youngstown:FastEthernet0/0, newttcastleid415:FastEthernet0/1>
<youngstown:FastEthernet0/1, warren:FastEthernet0/1>
<zanesville:FastEthernet0/0, cambridge:FastEthernet0/1>
<zanesville:FastEthernet0/1, newark:FastEthernet0/1>
